"Participant","Location","Study","HPPprior","HPP","totalStudies","Item","LookingTime","ItemCenter","ItemNovel",".fitted",".resid",".scresid"
"SS2F22.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",5276,-0.5,-1,6127.28414678756,-851.284146787561,-0.584179779252052
"SS2F22.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",6030,0.5,0,6033.2057152451,-3.20571524509523,-0.00219986949280287
"SS2F23.B","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",6991.5,-0.5,-1,7484.89076362128,-493.390763621279,-0.338581316784709
"SS2F23.B","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",7017.5,0.5,0,6762.88866223481,254.611337765187,0.174722853294077
"SS2F25.B","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",9338,-0.5,-1,8870.7780065523,467.2219934477,0.320623427587562
"SS2F25.B","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",8330,0.5,0,8148.77590516583,181.224094834166,0.124362061850772
"SS2F3.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",11133.5,-0.5,-1,9300.41904401257,1833.08095598743,1.25792173184579
"SS2F3.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",9431.5,0.5,0,9834.2642823141,-402.7642823141,-0.276390380839052
"SS2F3.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",8056.5,-0.5,-1,7651.98737073367,404.512629266326,0.277590155250995
"SS2F3.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",7275,0.5,0,7557.90893919121,-282.908939191208,-0.194141618011824
"SS2F6.A","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",9047.5,-0.5,-1,7314.321757978,1733.178242022,1.1893651334277
"SS2F6.A","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",5392.5,0.5,0,7220.24332643553,-1827.74332643553,-1.25425887113692
"SS2F7.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",6802.5,-0.5,-1,6852.10662578187,-49.6066257818711,-0.0340417330782555
"SS2F7.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",7298.5,0.5,0,7385.9518640834,-87.4518640834049,-0.0600124069597797
"SS2F8.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",5070,-0.5,-1,4966.82273627951,103.177263720495,0.0708037044640407
"SS2F8.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",4053.5,0.5,0,5500.66797458104,-1447.16797458104,-0.993095279786013
"SS2M10.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",5634,-0.5,-1,6124.69573481466,-490.695734814661,-0.336731897481802
"SS2M10.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",6546.5,0.5,0,6658.54097311619,-112.040973116194,-0.0768862796155614
"SS2M13.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",13156.5,-0.5,-1,9480.83584094205,3675.66415905795,2.522364224855
"SS2M13.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",7003.5,0.5,0,9386.75740939958,-2383.25740939958,-1.63547129660257
"SS2M15.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",5688.5,-0.5,-1,5740.00081639757,-51.5008163975726,-0.0353415903114925
"SS2M15.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",4595,0.5,0,5645.92238485511,-1050.92238485511,-0.721178244787522
"SS2M17.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",10391.5,-0.5,-1,8798.2452361174,1593.2547638826,1.0933449421906
"SS2M17.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",7085,0.5,0,8076.24313473094,-991.243134730936,-0.680224338509544
"SS2M18.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",9680,-0.5,-1,7982.330056475,1697.669943525,1.16499814614634
"SS2M18.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",7405,0.5,0,8516.17529477653,-1111.17529477653,-0.762525815689693
"SS2M19.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",8078.5,-0.5,-1,6711.64976705291,1366.85023294709,0.937978547312138
"SS2M19.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",3889,0.5,0,5989.64766566644,-2100.64766566644,-1.44153499656513
"SS2M2.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",5697.5,-0.5,-1,5741.51586121083,-44.0158612108335,-0.0302051626155214
"SS2M2.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",4590,0.5,0,5647.43742966837,-1057.43742966837,-0.7256490874024
"SS2M24.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",7537.5,-0.5,-1,6749.52588738445,787.974112615555,0.540734306989226
"SS2M24.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",4530,0.5,0,6027.52378599798,-1497.52378599798,-1.02765112921492
"SS2M25.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",5707.5,-0.5,-1,6473.03020896421,-765.530208964207,-0.52533254633143
"SS2M25.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",5630,0.5,0,5751.02810757774,-121.028107577741,-0.083053553193564
"SS2M27.A","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",8417.5,-0.5,-1,7799.51485942502,617.985140574981,0.424082163827999
"SS2M27.A","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",7303.5,0.5,0,7705.43642788255,-401.936427882552,-0.275822279317488
"SS2M28.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Familiar",8960,-0.5,-1,9383.43129523968,-423.431295239683,-0.290572779388616
"SS2M28.A","Wisconsin","Saffran & Wilson (2003)",0,1,1,"Novel",10061.5,0.5,0,8661.42919385322,1400.07080614678,0.960775620641478
"SS2M4.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Familiar",9695,-0.5,-1,8857.39490028491,837.605099715091,0.574792757622048
"SS2M4.B","Wisconsin","Saffran & Wilson (2003)",1,2,2,"Novel",8819,0.5,0,8763.31646874244,55.6835312575568,0.0382119097609977
"SS2M5.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",9432.5,-0.5,-1,8537.02583873039,895.474161269605,0.614504451692719
"SS2M5.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",9117,0.5,0,9070.87107703193,46.1289229680733,0.0316552165787586
"SS2M7.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",7393,-0.5,-1,8009.97962431703,-616.979624317026,-0.423392144792847
"SS2M7.A","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",9765,0.5,0,8543.82486261856,1221.17513738144,0.838011402979423
"SS2M7.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",4634,-0.5,-1,4848.83862144676,-214.838621446761,-0.147429479246374
"SS2M7.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",4178,0.5,0,5382.68385974829,-1204.68385974829,-0.826694534265643
"SS2M9.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Familiar",5957.5,-0.5,-1,6197.79664705453,-240.296647054531,-0.164899631645972
"SS2M9.B","Wisconsin","Saffran & Wilson (2003)",2,3,3,"Novel",6416,0.5,0,6731.64188535606,-315.641885356064,-0.216604065288699
"G3M2.P","Wisconsin","Saffran et al. (2008)",1,2,2,"Familiar",7633,-0.5,-1,6415.39900130992,1217.60099869008,0.835558708941109
"G3M2.P","Wisconsin","Saffran et al. (2008)",1,2,2,"Novel",5457,0.5,0,6321.32056976746,-864.320569767456,-0.593125810641653
"G3M9.P","Wisconsin","Saffran et al. (2008)",2,3,3,"Familiar",5805,-0.5,-1,5114.60656497351,690.393435026487,0.473771167938226
